Orig Hotspot Rank,Nfrag,Min,Ave,Orig,Hotspot Cluster,N_Heavy_Atoms,N_BBone_Atoms,PDB_SASA,Excl_SASA,PDB_HS_SASA,Excl_HS_SASA,Adj_PDB_SASA,Adj_PDB_HS_SASA,Relative_Adj_SASA,MinDist,MaxDist,AvgDist,MidDist,Vol,Excl_Vol,NAdj (Hotspots in Cluster),Sum_GFE,Sum_Min_GFE,Sum_PDB_SASA,Sum_PDB_HS_SASA,Sum_Excl_SASA,Sum_Excl_HS_SASA,Sum_NFrag,Sum_Adj_N_Atoms,Sum_N_BBone_Atoms,Sum_Vol,Sum_Excl_Vol,Mean_GFE,Mean_Min_GFE,Mean_PDB_SASA,Mean_PDB_HS_SASA,Mean_Excl_SASA,Mean_Excl_HS_SASA,Mean_N_Fragments,Mean_N_Heavy_Atoms,Mean_N_BBone_Atoms,Mean_Vol,Mean_Excl_Vol,Min_PDB_SASA,Min_PDB_HS_SASA,Min_Excl_SASA,Min_Excl_HS_SASA,Max_Vol,Max_Excl_Vol,Expt,System,Protein,Decision_fn,Rank
33,5,-2.61,-2.302,-2.61,"{33, 73, 75, 79, 91}",0,0,0,76.39,158.908,319.243,523.537,872.797,0.6,4.716,11.522,7.844,7.602,111.663,428.558,5,-11.51,-13.39,0,738.082,343.583,1722.63,28,0,0,550.073,2312.974,-2.302,-2.678,0,147.616,68.717,344.526,5.6,0,0,110.015,462.595,0,134.498,0,319.243,112.594,515.342,False,cdk2_active,CDK2 Active,-1.165,59
75,5,-2.61,-2.354,-2.3,"{33, 69, 73, 75, 79}",0,0,0,101.196,152.981,366.198,482.302,911.605,0.529,4.387,10.111,7.978,9.879,110.516,425.796,5,-11.77,-13.39,30.947,681.94,467.26,1698.928,28,4,3,518.835,2248.884,-2.354,-2.678,6.189,136.388,93.452,339.786,5.6,0.8,0.6,103.767,449.777,0,80.984,52.949,302.479,112.594,472.874,False,cdk2_active,CDK2 Active,-1.17,60
10,3,-3.05,-2.693,-3.05,"{24, 10, 68}",0,0,0,78.121,103.664,228.517,394.716,696.417,0.567,8.438,9.275,8.856,9.275,113.093,349.877,3,-8.08,-9.15,0,424.758,236.138,919.972,14,0,0,338.054,1288.867,-2.693,-3.05,0,141.586,78.713,306.657,4.667,0,0,112.685,429.622,0,103.664,42.833,228.517,113.097,494.302,False,cdk2_active,CDK2 Active,-1.196,61
9,6,-3.07,-2.733,-3.07,"{9, 14, 48, 53, 21, 26}",0,0,0,79.274,163.217,285.513,692.072,1254.117,0.552,6.56,11.962,9.54,10.268,113.097,444.03,6,-16.4,-18.42,128.889,789.906,405.675,1682.928,24,6,0,606.459,2527.855,-2.733,-3.07,21.482,131.651,67.613,280.488,4,1,0,101.076,421.309,0,65.576,38.117,187.241,113.097,486.864,False,cdk2_active,CDK2 Active,-1.199,62
73,5,-2.61,-2.302,-2.3,"{33, 73, 75, 79, 91}",0,0,0,113.048,134.498,330.968,523.537,872.797,0.6,4.716,9.879,7.466,7.888,112.594,472.874,5,-11.51,-13.39,0,738.082,343.583,1722.63,28,0,0,550.073,2312.974,-2.302,-2.678,0,147.616,68.717,344.526,5.6,0,0,110.015,462.595,0,134.498,0,319.243,112.594,515.342,False,cdk2_active,CDK2 Active,-1.217,63
25,2,-2.69,-2.38,-2.69,"{25, 90}",3,0,54.912,105.477,99.467,316.99,233.345,477.123,0.489,8.448,8.448,8.448,8.448,85.856,425.111,2,-4.76,-5.38,54.912,233.346,105.477,748.331,5,3,0,189.42,944.916,-2.38,-2.69,27.456,116.673,52.739,374.166,2.5,1.5,0,94.71,472.458,0,99.467,0,316.99,103.564,519.805,False,cdk2_active,CDK2 Active,-1.227,64
47,5,-3.09,-2.64,-2.52,"{6, 44, 47, 29, 61}",0,0,0,80.404,163.184,353.307,565.189,1039.903,0.544,4.757,11.129,9.112,10.639,112.994,434.076,5,-13.2,-14.99,0,651.988,258.643,1597.541,24,0,0,542.779,2292.442,-2.64,-2.998,0,130.398,51.729,319.508,4.8,0,0,108.556,458.488,0,85.189,3.279,261.739,113.097,503.265,False,cdk2_active,CDK2 Active,-1.231,65
49,7,-2.96,-2.49,-2.51,"{66, 38, 12, 49, 83, 55, 56}",0,0,0,11.157,177.045,393.853,769.836,1349.258,0.571,6.088,11.924,8.982,9.812,112.98,495.773,7,-17.43,-21.81,40.194,970.343,258.777,2436.221,40,1,0,760.189,3291.661,-2.49,-3.116,5.742,138.62,36.968,348.032,5.714,0.143,0,108.598,470.237,0,89.32,0,221.982,113.097,523.599,False,cdk2_active,CDK2 Active,-1.236,66
88,5,-2.68,-2.434,-2.1,"{46, 81, 88, 27, 28}",0,0,0,50.32,159.815,392.15,535.138,929.437,0.576,7.997,11.405,8.951,8.31,111.331,475.589,5,-12.17,-14.53,27.629,694.389,467.537,1581.922,25,1,1,535.718,2139.745,-2.434,-2.906,5.526,138.878,93.507,316.384,5,0.2,0.2,107.144,427.949,0,85.776,31.273,202.257,111.331,475.589,False,cdk2_active,CDK2 Active,-1.284,67
83,6,-2.96,-2.5,-2.13,"{12, 45, 49, 83, 55, 57}",0,0,0,32.314,161.776,414.762,745.917,1290.677,0.578,7.745,11.924,9.601,9.027,113.088,493.756,6,-15,-17.67,0,846.851,170.43,2074.724,35,0,0,667.569,2857.214,-2.5,-2.945,0,141.142,28.405,345.787,5.833,0,0,111.262,476.202,0,89.32,0,221.982,113.097,516.427,False,cdk2_active,CDK2 Active,-1.328,68
67,3,-2.34,-2.197,-2.34,"{82, 67, 84}",0,0,0,72.27,163.98,387.452,378.328,718.963,0.526,8.429,10.96,9.694,10.96,111.255,476.64,3,-6.59,-7.34,0,388.683,167.446,934.357,13,0,0,323.596,1355.495,-2.197,-2.447,0,129.561,55.815,311.452,4.333,0,0,107.865,451.832,0,97.711,46.961,208.379,111.255,480.348,False,cdk2_active,CDK2 Active,-1.373,69
24,5,-3.05,-2.62,-2.7,"{36, 68, 10, 24, 59}",0,0,0,115.184,161.22,371.01,586.13,1081.031,0.542,7.918,9.952,9.015,9.275,111.864,444.688,5,-13.1,-15.39,0,691.131,347.756,1526.201,25,0,0,564.237,2209.978,-2.62,-3.078,0,138.226,69.551,305.24,5,0,0,112.847,441.996,0,103.655,17.471,228.517,113.097,499.394,False,cdk2_active,CDK2 Active,-1.389,70
16,6,-3.52,-2.678,-2.82,"{66, 4, 37, 74, 16, 51}",3,0,58.498,0,151.865,481.392,647.727,1196.579,0.541,5.802,11.785,10.02,11.254,91.979,523.599,6,-16.07,-19.72,77.918,771.636,129.001,2312.517,32,4,0,628.284,2951.232,-2.678,-3.287,12.986,128.606,21.5,385.42,5.333,0.667,0,104.714,491.872,0,62.691,0,225.733,113.097,523.599,False,cdk2_active,CDK2 Active,-1.43,71
58,4,-2.8,-2.605,-2.43,"{40, 17, 34, 58}",0,0,0,0,171.928,356.54,547.913,955.429,0.573,8.154,9.304,8.776,8.868,113.097,509.891,4,-10.42,-11.92,0,553.422,162.53,1336.958,18,0,0,431.521,1844.65,-2.605,-2.98,0,138.356,40.633,334.239,4.5,0,0,107.88,461.163,0,96.535,0,256.67,113.097,509.891,False,cdk2_active,CDK2 Active,-1.445,72
85,6,-3.54,-2.6,-2.11,"{3, 36, 50, 85, 54, 59}",0,0,0,0,154.014,423.647,762.995,1294.065,0.59,5.091,11.921,9.07,9.191,108.411,522.666,6,-15.6,-19.31,21.642,844.47,322.51,2221.944,28,1,0,660.781,2864.236,-2.6,-3.218,3.607,140.745,53.752,370.324,4.667,0.167,0,110.13,477.373,0,95.948,0,253.638,113.097,523.2,False,cdk2_active,CDK2 Active,-1.467,73
87,3,-2.42,-2.223,-2.11,"{82, 62, 87}",0,0,0,93.846,180.3,370.475,430.664,725.155,0.594,8.646,8.923,8.784,8.923,112.9,440.581,3,-6.67,-7.42,0,435.364,218.954,895.845,13,0,0,325.663,1296.435,-2.223,-2.473,0,145.121,72.985,298.615,4.333,0,0,108.554,432.145,0,97.711,46.961,208.379,112.9,457.347,False,cdk2_active,CDK2 Active,-1.474,74
17,5,-2.8,-2.562,-2.8,"{34, 70, 17, 58, 31}",0,0,0,74.695,158.954,394.937,626.88,1087.918,0.576,7.938,11.166,9.503,10.754,109.664,471.383,5,-12.81,-14,43.535,686.839,329.146,1671.538,22,3,0,516.607,2195.094,-2.562,-2.8,8.707,137.368,65.829,334.308,4.4,0.6,0,103.321,439.019,0,101.757,0,269.342,113.097,509.891,False,cdk2_active,CDK2 Active,-1.552,75
50,4,-3.54,-2.703,-2.48,"{27, 50, 3, 85}",0,0,0,89.366,155.548,394.246,472.638,807.495,0.585,7.38,8.952,7.931,7.462,112.911,469.939,4,-10.81,-13.35,49.271,554.114,335.736,1456.398,19,2,1,425.217,1816.946,-2.702,-3.337,12.318,138.529,83.934,364.099,4.75,0.5,0.25,106.304,454.236,0,95.948,0,318.525,112.911,522.666,False,cdk2_active,CDK2 Active,-1.588,76
44,4,-3.07,-2.69,-2.52,"{8, 44, 29, 47}",0,0,0,21.58,189.052,400.045,528.166,973.14,0.543,9.618,11.266,10.508,10.639,113.097,503.265,4,-10.76,-11.88,0,528.165,273.648,1237.724,18,0,0,433.378,1730.497,-2.69,-2.97,0,132.041,68.412,309.431,4.5,0,0,108.344,432.624,0,85.189,21.58,222.633,113.097,503.265,False,cdk2_active,CDK2 Active,-1.628,77
90,3,-2.69,-2.283,-2.07,"{89, 25, 90}",0,0,0,0,133.879,431.341,403.283,716.884,0.563,8.448,8.669,8.558,8.669,103.564,519.805,3,-6.85,-7.47,54.912,403.284,105.477,1208.792,7,3,0,302.514,1467.742,-2.283,-2.49,18.304,134.428,35.159,402.931,2.333,1,0,100.838,489.247,0,99.467,0,316.99,113.094,522.826,False,cdk2_active,CDK2 Active,-1.64,78
53,5,-3.07,-2.694,-2.47,"{9, 76, 14, 53, 21}",3,0,70.084,38.117,169.482,406.317,636.981,1140.623,0.558,8.392,11.707,9.909,10.801,94.002,486.864,5,-13.47,-15,128.889,692.434,314.926,1504.832,22,6,0,511.895,2209.472,-2.694,-3,25.778,138.487,62.985,300.966,4.4,1.2,0,102.379,441.894,0,96.843,38.117,221.426,113.097,486.864,False,cdk2_active,CDK2 Active,-1.64,79
34,3,-2.8,-2.613,-2.61,"{17, 58, 34}",0,0,0,37.04,126.005,328.811,451.378,712.144,0.634,9.304,11.166,10.235,11.166,95.686,455.24,3,-7.84,-8.4,0,456.887,111.735,1080.288,12,0,0,318.447,1436.514,-2.613,-2.8,0,152.296,37.245,360.096,4,0,0,106.149,478.838,0,126.005,0,328.811,113.097,509.891,False,cdk2_active,CDK2 Active,-1.712,80
59,5,-2.7,-2.404,-2.43,"{68, 85, 54, 24, 59}",0,0,0,17.471,162.718,352.591,713.461,1091.308,0.654,5.084,11.682,9.378,10.795,113.097,499.394,5,-12.02,-14.79,0,810.413,175.488,1945.535,25,0,0,559.029,2484.25,-2.404,-2.958,0,162.083,35.098,389.107,5,0,0,111.806,496.85,0,154.014,0,320.445,113.097,523.2,False,cdk2_active,CDK2 Active,-1.712,81
48,2,-3.07,-2.795,-2.52,"{48, 9}",0,0,0,74.16,157.059,316.799,283.085,441.868,0.641,7.203,7.203,7.203,7.203,113.097,436.208,2,-5.59,-6.14,0,320.276,153.434,602.312,8,0,0,226.194,880.238,-2.795,-3.07,0,160.138,76.717,301.156,4,0,0,113.097,440.119,0,157.059,74.16,285.513,113.097,444.03,False,cdk2_active,CDK2 Active,-1.734,82
21,3,-3.07,-2.76,-2.74,"{9, 21, 53}",0,0,0,71.405,137.729,265.632,470.429,729.855,0.645,10.801,11.962,11.382,11.962,111.386,421.68,3,-8.28,-9.21,70.084,470.428,188.796,957.462,14,3,0,318.485,1352.574,-2.76,-3.07,23.361,156.809,62.932,319.154,4.667,1,0,106.162,450.858,0,137.729,38.117,265.632,113.097,486.864,False,cdk2_active,CDK2 Active,-1.887,83
89,2,-2.09,-2.08,-2.09,"{89, 90}",0,0,0,0,169.938,460.461,303.817,483.046,0.629,8.669,8.669,8.669,8.669,113.094,522.826,2,-4.16,-4.78,0,303.817,0,891.802,5,0,0,216.658,1042.631,-2.08,-2.39,0,151.909,0,445.901,2.5,0,0,108.329,521.315,0,133.879,0,431.341,113.094,522.826,False,cdk2_active,CDK2 Active,-1.957,84
66,4,-2.82,-2.532,-2.36,"{16, 49, 66, 55}",0,0,0,0,186.108,493.673,588.414,919.756,0.64,8.071,11.511,9.798,9.812,113.097,523.599,4,-10.13,-12.26,58.498,628.758,11.157,1709.929,22,3,0,429.343,2059.398,-2.532,-3.065,14.624,157.19,2.789,427.482,5.5,0.75,0,107.336,514.85,0,113.74,0,341.011,113.097,523.599,False,cdk2_active,CDK2 Active,-2.026,85
54,3,-2.45,-2.33,-2.45,"{59, 85, 54}",0,0,0,0,172.587,477.842,489.32,729.855,0.67,9.191,10.795,9.993,10.795,112.56,523.2,3,-6.99,-8.69,0,489.319,17.471,1254.08,14,0,0,334.068,1545.26,-2.33,-2.897,0,163.106,5.824,418.027,4.667,0,0,111.356,515.087,0,154.014,0,352.591,113.097,523.2,False,cdk2_active,CDK2 Active,-2.113,86
74,2,-2.82,-2.56,-2.3,"{16, 74}",0,0,0,0,172.649,514.719,289.388,403.016,0.718,5.802,5.802,5.802,5.802,111.055,523.599,2,-5.12,-6.34,58.498,324.514,0,996.111,8,3,0,203.034,1047.198,-2.56,-3.17,29.249,162.257,0,498.056,4,1.5,0,101.517,523.599,0,151.865,0,481.392,111.055,523.599,False,cdk2_active,CDK2 Active,-2.228,87
70,5,-4.8,-2.978,-2.23,"{1, 34, 33, 70, 22}",3,0,7.465,61.343,6.68,15.094,23.478,965.571,0.024,4.33,11.728,8.653,10.27,63.025,244.288,5,-14.89,-20.1,37.081,34.833,325.565,214.342,24,13,3,362.611,1334.269,-2.978,-4.02,7.416,6.967,65.113,42.868,4.8,2.6,0.6,72.522,266.854,0,0.035,38.129,0.997,96.958,359.179,True,cdk2_inactive,CDK2 Inactive,1.857,1
33,4,-4.8,-2.932,-2.58,"{80, 1, 70, 33}",0,0,0,38.129,0.035,0.997,127.609,722.286,0.177,4.196,10.112,6.212,4.33,94.314,239.982,4,-11.73,-19.2,79.915,138.964,226.737,321.877,20,11,2,299.305,1146.135,-2.933,-4.8,19.979,34.741,56.684,80.469,5,2.75,0.5,74.826,286.534,0,0.035,38.129,0.997,94.314,429.162,True,cdk2_inactive,CDK2 Inactive,1.679,2
1,6,-4.8,-2.753,-4.8,"{32, 33, 1, 70, 72, 80}",6,2,13.282,55.86,5.163,32.557,335.508,1106.575,0.303,4.196,11.256,8.117,8.284,51.1,232.703,6,-16.52,-28.8,156.534,378.745,319.221,897.386,28,15,2,487.607,2063.376,-2.753,-4.8,26.089,63.124,53.203,149.564,4.667,2.5,0.333,81.268,343.896,0,0.035,20.875,0.997,106.727,471.188,False,cdk2_inactive,CDK2 Inactive,1.231,3
13,5,-2.81,-2.498,-2.81,"{64, 69, 13, 50, 27}",3,0,0.363,34.826,0,20.776,236.136,984.885,0.24,6.205,10.57,8.984,10.496,58.766,204.527,5,-12.49,-14.05,37.86,316.775,361.465,871.714,31,7,0,448.467,1815.386,-2.498,-2.81,7.572,63.355,72.293,174.343,6.2,1.4,0,89.693,363.077,0,0,34.826,20.776,110.42,455.059,False,cdk2_inactive,CDK2 Inactive,1.072,4
34,2,-2.57,-2.4,-2.57,"{34, 70}",1,1,9.75,94.79,19.923,57.962,26.602,486.57,0.055,11.728,11.728,11.728,11.728,96.958,258.117,2,-4.8,-7.37,17.215,26.603,156.133,73.056,7,4,1,159.983,502.405,-2.4,-3.685,8.607,13.301,78.067,36.528,3.5,2,0.5,79.992,251.203,7.465,6.68,61.343,15.094,96.958,258.117,True,cdk2_inactive,CDK2 Inactive,1,5
22,7,-3.13,-2.556,-2.71,"{65, 6, 70, 53, 22, 25, 58}",3,0,6.584,75.443,3.032,107.732,397.093,1491.829,0.266,6.726,11.792,9.716,10.27,57.214,359.179,7,-17.89,-21.9,58.037,467.098,341.522,1679.539,39,7,0,628.22,2997.614,-2.556,-3.129,8.291,66.728,48.789,239.934,5.571,1,0,89.746,428.231,0,3.032,0,15.094,112.887,502.104,True,cdk2_inactive,CDK2 Inactive,0.775,6
50,7,-2.81,-2.501,-2.46,"{64, 44, 13, 50, 51, 27, 63}",4,0,37.497,64.028,33.954,122.064,507.757,1461.762,0.347,6.205,11.91,8.687,9.49,63.643,300.199,7,-17.51,-19.46,87.117,565.999,568.023,1483.555,39,8,0,636.533,2556.758,-2.501,-2.78,12.445,80.857,81.146,211.936,5.571,1.143,0,90.933,365.251,0,0,34.826,20.776,110.42,456.708,True,cdk2_inactive,CDK2 Inactive,0.62,7
27,6,-2.81,-2.437,-2.66,"{69, 27, 13, 50, 83, 59}",0,0,0,67.652,90.344,189.609,315.111,1212.548,0.26,4.254,11.91,9.313,10.296,110.42,455.059,6,-14.62,-16.78,46.337,396.212,409.454,1114.01,41,9,0,545.63,2179.467,-2.437,-2.797,7.723,66.035,68.242,185.668,6.833,1.5,0,90.938,363.245,0,0,34.826,20.776,110.42,455.059,False,cdk2_inactive,CDK2 Inactive,0.581,8
30,3,-2.64,-2.563,-2.64,"{42, 38, 30}",7,0,3.692,60.114,0,24.838,219.784,642.512,0.342,8.565,8.912,8.739,8.912,30.658,167.195,3,-7.69,-8.7,3.692,280.149,174.056,652.093,18,7,0,255.338,1096.714,-2.563,-2.9,1.231,93.383,58.019,217.364,6,2.333,0,85.113,365.571,0,0,52.346,24.838,113.097,467.506,False,cdk2_inactive,CDK2 Inactive,0.577,9
69,7,-2.81,-2.396,-2.24,"{69, 27, 75, 13, 83, 52, 59}",0,0,0,52.661,73.179,184.552,495.343,1488.57,0.333,4.254,11.916,9.122,10.57,108.948,404.727,7,-16.77,-19.45,8.84,595.536,487.039,1596.992,48,5,0,704.597,2751.459,-2.396,-2.779,1.263,85.077,69.577,228.142,6.857,0.714,0,100.657,393.066,0,0,34.826,20.776,111.419,459.393,False,cdk2_inactive,CDK2 Inactive,0.453,10
19,6,-2.74,-2.515,-2.74,"{75, 19, 52, 21, 28, 62}",0,0,0,81.302,36.689,111.988,522.856,1241.967,0.421,5.291,10.854,8.66,9.404,106.137,287.827,6,-15.09,-16.48,0,584.53,454.907,1455.254,38,0,0,645.979,2330.875,-2.515,-2.747,0,97.422,75.818,242.542,6.333,0,0,107.663,388.479,0,36.689,20.96,111.988,113.097,498.949,False,cdk2_inactive,CDK2 Inactive,0.249,11
21,6,-2.74,-2.535,-2.72,"{40, 75, 19, 21, 59, 29}",0,0,0,88.005,37.473,115.826,502.771,1172.608,0.429,5.253,10.854,8.173,8.568,100.423,315.148,6,-15.21,-16.43,0,640.712,436.446,1590.117,41,0,0,647.354,2450.07,-2.535,-2.738,0,106.785,72.741,265.019,6.833,0,0,107.892,408.345,0,36.689,29.043,111.988,112.235,488.204,False,cdk2_inactive,CDK2 Inactive,0.19,12
80,5,-4.8,-2.872,-2.12,"{1, 33, 48, 80, 60}",2,0,59.168,71.405,127.086,273.229,242.346,950.747,0.255,6.762,11.256,9.071,10.112,90.866,429.162,5,-14.36,-20.15,92.301,314.152,297.914,787.83,25,9,2,435.006,1687.021,-2.872,-4.03,18.46,62.83,59.583,157.566,5,1.8,0.4,87.001,337.404,0,0.035,38.129,0.997,104.05,443.531,False,cdk2_inactive,CDK2 Inactive,0.183,13
53,5,-2.71,-2.554,-2.43,"{41, 53, 22, 23, 58}",0,0,0,46.471,70.793,271.038,261.262,965.605,0.271,7.702,8.542,8.242,8.501,93.314,458.509,5,-12.77,-14.89,38.352,318.664,287.797,1270.238,27,6,0,432.192,2244.088,-2.554,-2.978,7.67,63.733,57.559,254.048,5.4,1.2,0,86.438,448.818,0,3.032,16.25,107.732,101.555,502.104,False,cdk2_inactive,CDK2 Inactive,0.171,14
58,6,-2.71,-2.447,-2.39,"{65, 77, 53, 22, 25, 58}",0,0,0,16.25,87.847,344.9,389.301,1243.261,0.313,6.726,10.079,8.11,8.222,94.94,502.104,6,-14.68,-16.36,50.572,459.461,299.992,1815.829,32,4,0,563.594,2796.949,-2.447,-2.727,8.429,76.577,49.999,302.638,5.333,0.667,0,93.932,466.158,0,3.032,0,107.732,111.286,502.104,False,cdk2_inactive,CDK2 Inactive,-0.053,15
23,5,-3.17,-2.632,-2.71,"{65, 5, 41, 53, 23}",0,0,0,105.081,67.762,256.451,340.248,997.019,0.341,4.025,11.663,8.43,9.533,101.555,430.037,5,-13.16,-14.93,75.756,412.634,316.31,1378.665,24,4,0,475.488,2210.659,-2.632,-2.986,15.151,82.527,63.262,275.733,4.8,0.8,0,95.098,442.132,0,61.352,0,205.505,102.405,494.832,False,cdk2_inactive,CDK2 Inactive,-0.152,16
41,4,-3.17,-2.71,-2.53,"{41, 53, 5, 23}",3,0,31.768,44.552,89.23,290.117,216.752,753.734,0.288,4.025,7.702,6.229,6.961,85.169,494.259,4,-10.84,-12.22,31.768,289.137,316.31,1023.111,18,3,0,373.083,1715.827,-2.71,-3.055,7.942,72.284,79.078,255.778,4.5,0.75,0,93.271,428.957,0,61.352,44.552,205.505,101.555,494.259,False,cdk2_inactive,CDK2 Inactive,-0.172,17
59,9,-2.77,-2.449,-2.39,"{69, 40, 59, 75, 45, 15, 83, 21, 27}",0,0,0,93.458,102.66,326.023,693.731,1708.022,0.406,7.199,11.591,9.393,10.155,108.182,435.997,9,-22.04,-24.9,8.477,927.186,591.103,2419.063,60,2,0,963.548,3891.341,-2.449,-2.767,0.942,103.021,65.678,268.785,6.667,0.222,0,107.061,432.371,0,37.473,14.006,115.826,112.399,497.978,False,cdk2_inactive,CDK2 Inactive,-0.222,18
3,4,-3.67,-3.047,-3.67,"{3, 11, 4, 61}",0,0,0,135.023,45.467,183.804,348.287,902.633,0.386,6.36,10.072,8.375,8.692,108.474,301.905,4,-12.19,-14.68,0,372.739,196.655,1064.851,20,0,0,427.471,1766.716,-3.048,-3.67,0,93.185,49.164,266.213,5,0,0,106.868,441.679,0,45.467,0,183.804,112.854,515.433,False,cdk2_inactive,CDK2 Inactive,-0.251,19
25,6,-2.71,-2.453,-2.68,"{65, 37, 82, 22, 25, 58}",0,0,0,87.211,49.867,305.597,500.029,1259.83,0.397,6.017,11.081,9.25,10.079,104.435,489.846,6,-14.72,-18.75,63.78,565.133,278.889,1931.864,33,5,0,566.236,2863.03,-2.453,-3.125,10.63,94.189,46.482,321.977,5.5,0.833,0,94.373,477.172,0,3.032,0,107.732,111.879,513.986,False,cdk2_inactive,CDK2 Inactive,-0.253,20
44,5,-2.78,-2.474,-2.49,"{64, 44, 14, 50, 63}",0,0,0,110.748,96.927,244.799,426.119,1050.626,0.406,5.597,10.317,8.187,9.714,96.662,305.666,5,-12.37,-13.96,61.159,475.716,543.512,1322.423,29,5,0,469.309,1822.274,-2.474,-2.792,12.232,95.143,108.702,264.485,5.8,1,0,93.862,364.455,0,33.954,64.028,122.064,106.694,450.874,False,cdk2_inactive,CDK2 Inactive,-0.254,21
65,6,-2.71,-2.482,-2.32,"{65, 82, 22, 23, 25, 58}",1,0,43.988,0,123.497,355.554,448.688,1272.583,0.353,6.017,11.663,8.837,9.36,102.405,494.832,6,-14.89,-17.74,50.572,513.793,333.39,1822.513,35,4,0,572.428,2789.984,-2.482,-2.957,8.429,85.632,55.565,303.752,5.833,0.667,0,95.405,464.997,0,3.032,0,107.732,111.879,513.986,False,cdk2_inactive,CDK2 Inactive,-0.255,22
52,5,-2.74,-2.45,-2.43,"{69, 75, 19, 52, 28}",0,0,0,72.631,107.352,274.372,401.77,1036.603,0.388,7.174,11.916,9.154,10.181,111.191,412.798,5,-12.25,-13.77,0,459.879,398.603,1180.252,33,0,0,541.407,1921.505,-2.45,-2.754,0,91.976,79.721,236.05,6.6,0,0,108.281,384.301,0,36.689,52.661,111.988,111.419,459.393,False,cdk2_inactive,CDK2 Inactive,-0.272,23
5,4,-3.17,-2.708,-3.17,"{41, 5, 55, 23}",0,0,0,120.206,61.352,205.505,273.735,788.361,0.347,6.961,9.682,8.725,9.533,93.045,333.022,4,-10.83,-12.68,31.768,343.93,291.981,1034.786,16,3,0,382.441,1745.374,-2.707,-3.17,7.942,85.983,72.995,258.697,4,0.75,0,95.61,436.344,0,61.352,22.142,205.505,102.672,494.259,False,cdk2_inactive,CDK2 Inactive,-0.274,24
64,6,-2.81,-2.532,-2.32,"{64, 44, 13, 50, 51, 26}",0,0,0,142.298,119.298,354.713,466.691,1297.829,0.36,7.745,11.047,9.762,10.317,106.69,450.874,6,-15.19,-16.53,87.117,495.433,490.362,1315.686,32,8,0,532.425,2157.476,-2.532,-2.755,14.519,82.572,81.727,219.281,5.333,1.333,0,88.737,359.579,0,0,34.826,20.776,113.006,456.708,False,cdk2_inactive,CDK2 Inactive,-0.299,25
38,8,-3.05,-2.731,-2.54,"{38, 7, 8, 10, 42, 47, 20, 30}",0,0,0,52.346,142.156,289.34,739.888,1651.538,0.448,5.918,11.524,9.094,8.735,111.583,462.013,8,-21.85,-23.59,33.432,917.62,558.831,2146.173,42,8,0,787.482,3258.874,-2.731,-2.949,4.179,114.703,69.854,268.272,5.25,1,0,98.435,407.359,0,0,0,24.838,113.097,521.412,False,cdk2_inactive,CDK2 Inactive,-0.327,26
72,4,-4.8,-3.16,-2.19,"{32, 1, 72, 7}",4,0,76.619,71.609,131.642,288.896,315.339,828.941,0.38,6.043,8.962,7.429,7.281,81.575,446.053,4,-12.64,-17.45,89.901,362.826,235.124,854.757,18,10,2,352.079,1519.93,-3.16,-4.362,22.475,90.707,58.781,213.689,4.5,2.5,0.5,88.02,379.982,0,5.163,20.875,32.557,112.677,471.188,False,cdk2_inactive,CDK2 Inactive,-0.346,27
32,4,-4.8,-2.933,-2.6,"{72, 1, 32, 78}",0,0,0,20.875,108.139,286.613,364.933,870.859,0.419,6.043,9.967,7.966,7.888,106.727,471.188,4,-11.73,-17.53,89.901,396.815,185.642,976.411,18,10,2,351.968,1614.768,-2.933,-4.382,22.475,99.204,46.41,244.103,4.5,2.5,0.5,87.992,403.692,0,5.163,20.875,32.557,112.566,471.188,False,cdk2_inactive,CDK2 Inactive,-0.353,28
75,9,-2.74,-2.446,-2.18,"{69, 40, 75, 79, 19, 52, 21, 59, 29}",0,0,0,68.982,125.926,330.674,814.831,1774.656,0.459,5.891,11.628,9.444,10.575,111.419,459.393,9,-22.01,-24.64,0,978.622,621.414,2493.214,57,0,0,976.31,3773.925,-2.446,-2.738,0,108.736,69.046,277.024,6.333,0,0,108.479,419.325,0,36.689,29.043,111.988,112.235,506.33,False,cdk2_inactive,CDK2 Inactive,-0.438,29
60,6,-2.98,-2.472,-2.38,"{9, 12, 48, 80, 84, 60}",1,0,19.851,75.421,83.213,201.55,568.164,1170.587,0.485,6.254,11.475,8.623,7.701,94.676,341.643,6,-14.83,-19.4,97.643,701.897,383.747,1667.955,28,4,0,609.856,2547.181,-2.472,-3.233,16.274,116.983,63.958,277.993,4.667,0.667,0,101.643,424.53,0,83.213,43.402,201.55,112.801,464.354,False,cdk2_inactive,CDK2 Inactive,-0.47,30
76,5,-2.84,-2.55,-2.15,"{36, 39, 11, 76, 26}",3,0,40.494,30.919,51.793,184.354,552.252,1120.787,0.493,5.413,11.635,9.079,10.281,77.745,453.646,5,-12.75,-14.39,40.494,588.879,224.667,1509.423,23,3,0,518.414,2352.244,-2.55,-2.878,8.099,117.776,44.933,301.885,4.6,0.6,0,103.683,470.449,0,51.793,0,184.354,113.006,515.433,False,cdk2_inactive,CDK2 Inactive,-0.478,31
